ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Value_in_Source,ConceptInSource,Borrowed,Borrowed_Score,Borrowed_Base,Age,Age_Score,Donor_Language,Donor_Meaning,Donor_Value
Otomi-MAIZE-1,wold-Otomi-8-47-1,Otomi,MAIZE,de̲thä,de̲thä,d æ θ ɐ,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-MAIZE-2,wold-Otomi-8-47-2,Otomi,MAIZE,thä,thä,θ ɐ,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-RICE-1,wold-Otomi-8-48-1,Otomi,RICE,arros,arros,a r r o s,,WOLD;Miller2020,,,,,,,True,1.0,,pre-modern,1.0,Spanish,the rice,arroz
Otomi-GRASS-1,wold-Otomi-8-51-1,Otomi,GRASS,pasto,pasto,p a s t̪ o,,WOLD;Miller2020,,,,,,,True,1.0,,modern,0.6,Spanish,the pasture,pasto
Otomi-HAY-1,wold-Otomi-8-52-1,Otomi,HAY,paxa,paxa,p a x a,,WOLD;Miller2020,,,,,,,True,1.0,,pre-modern,1.0,Spanish,straw,paja
Otomi-PLANTVEGETATION-1,wold-Otomi-8-53-1,Otomi,PLANTVEGETATION,do̲ni,do̲ni,d ə n i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-PLANTVEGETATION-2,wold-Otomi-8-53-2,Otomi,PLANTVEGETATION,planta,planta,p l a n t̪ a,,WOLD;Miller2020,,,,,,,True,1.0,,modern,0.6,Spanish,the plant,planta
Otomi-PLANTSOMETHING-1,wold-Otomi-8-531-1,Otomi,PLANTSOMETHING,et'i,et'i,e t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-PLANTSOMETHING-2,wold-Otomi-8-531-2,Otomi,PLANTSOMETHING,kät'i,kät'i,k ɐ t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-ROOT-1,wold-Otomi-8-54-1,Otomi,ROOT,'yu̲,'yu̲,ˀj u,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-BRANCHORTWIG-1,wold-Otomi-8-55-1,Otomi,BRANCHORTWIG,‘ye̲zaa,‘ye̲zaa,ˀj æ z aː,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-LEAF-1,wold-Otomi-8-56-1,Otomi,LEAF,xi (1),xi,x i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-LEAF-2,wold-Otomi-8-56-2,Otomi,LEAF,thot'i (1),thot'i,θ o t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-FLOWER-1,wold-Otomi-8-57-1,Otomi,FLOWER,do̲ni,do̲ni,d ə n i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-TREE-1,wold-Otomi-8-6-1,Otomi,TREE,zaa,zaa,z aː,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-TREE-2,wold-Otomi-8-6-2,Otomi,TREE,'ba̲i zaa,'ba̲i_zaa,ˀb ɔ i + z aː,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-OAK-1,wold-Otomi-8-61-1,Otomi,OAK,dozaa,dozaa,d o z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-OAK-2,wold-Otomi-8-61-2,Otomi,OAK,xiza,xiza,x i z a,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-BEECH-1,wold-Otomi-8-62-1,Otomi,BEECH,nze̲di zaa (hingi hu̲),nze̲di_zaa_(hingi_hu̲),n z æ d i + z aː + h i n g i + h u,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-BIRCH-1,wold-Otomi-8-63-1,Otomi,BIRCH,t'axu̲zaa,t'axu̲zaa,t̪ʼ a x u z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-PINE-1,wold-Otomi-8-64-1,Otomi,PINE,tu̲di,tu̲di,t̪ u d i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-PINE-2,wold-Otomi-8-64-2,Otomi,PINE,pinu,pinu,p i n u,,WOLD;Miller2020,,,,,,,True,1.0,,pre-modern,1.0,Spanish,the pine,pino
Otomi-FIR-1,wold-Otomi-8-65-1,Otomi,FIR,tu̲di,tu̲di,t̪ u d i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-ACORN-1,wold-Otomi-8-66-1,Otomi,ACORN,ro,ro,r o,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-TOBACCO-1,wold-Otomi-8-68-1,Otomi,TOBACCO,tabako,tabako,t̪ a b a k o,,WOLD;Miller2020,,,,,,,True,1.0,,pre-modern,1.0,Spanish,the tobacco,tabaco
Otomi-SMOKEINHALE-1,wold-Otomi-8-69-1,Otomi,SMOKEINHALE,tsiyu̲i,tsiyu̲i,ts i j u i,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-PIPE-1,wold-Otomi-8-691-1,Otomi,PIPE,nja̲t'u̲'yu̲i,nja̲t'u̲'yu̲i,n x ɔ t̪ʼ u ˀj u i,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-TREESTUMP-1,wold-Otomi-8-72-1,Otomi,TREESTUMP,ndu̲nzaa,ndu̲nzaa,n d u n z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-TREETRUNK-1,wold-Otomi-8-73-1,Otomi,TREETRUNK,wazaa,wazaa,w a z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-BARK-1,wold-Otomi-8-75-1,Otomi,BARK,'ma̲ts'i,'ma̲ts'i,ˀm ɔ tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-BARK-2,wold-Otomi-8-75-2,Otomi,BARK,'ma̲xu̲zaa,'ma̲xu̲zaa,ˀm ɔ x u z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-BARK-3,wold-Otomi-8-75-3,Otomi,BARK,'ma̲ts'u̲zaa,'ma̲ts'u̲zaa,ˀm ɔ tsʼ u z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-SAP-1,wold-Otomi-8-76-1,Otomi,SAP,‘ba zaa,‘ba_zaa,ˀb a + z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-SAP-2,wold-Otomi-8-76-2,Otomi,SAP,dehe 'yomu(n)hño ngizá,dehe_'yomu(n)hño_ngizá,d e h e + ˀj o m u n h ɲ o + n g i z a,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-PALMTREE-1,wold-Otomi-8-81-1,Otomi,PALMTREE,denthi,denthi,d e n θ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-COCONUT-1,wold-Otomi-8-82-1,Otomi,COCONUT,koko,koko,k o k o,,WOLD;Miller2020,,,,,,,True,1.0,,pre-modern,1.0,Spanish,coconut,coco
Otomi-CITRUSFRUIT-1,wold-Otomi-8-83-1,Otomi,CITRUSFRUIT,‘ñixi,‘ñixi,ˀɲ i x i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CITRUSFRUIT-2,wold-Otomi-8-83-2,Otomi,CITRUSFRUIT,'ñits'i,'ñits'i,ˀɲ i tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CITRUSFRUIT-3,wold-Otomi-8-83-3,Otomi,CITRUSFRUIT,'ñixt'i,'ñixt'i,ˀɲ i x t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-SWEETPOTATO-1,wold-Otomi-8-91-1,Otomi,SWEETPOTATO,bo̲'kwä,bo̲'kwä,b ə ˀkʷ ɐ,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-GOURD-1,wold-Otomi-8-93-1,Otomi,GOURD,mu,mu,m u,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-PUMPKIN-1,wold-Otomi-8-931-1,Otomi,PUMPKIN,mu,mu,m u,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-PUMPKIN-2,wold-Otomi-8-931-2,Otomi,PUMPKIN,'beza,'beza,ˀb e z a,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-BAMBOO-1,wold-Otomi-8-94-1,Otomi,BAMBOO,maazaa,maazaa,m aː z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-BAMBOO-2,wold-Otomi-8-94-2,Otomi,BAMBOO,maa zaa,maa_zaa,m aː + z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-BAMBOO-3,wold-Otomi-8-94-3,Otomi,BAMBOO,bambu,bambu,b a m b u,,WOLD;Miller2020,,,,,,,True,1.0,,modern,0.6,Spanish,the bamboo,bambu
Otomi-SUGARCANE-1,wold-Otomi-8-941-1,Otomi,SUGARCANE,ndu̲xo,ndu̲xo,n d u x o,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-NETTLE-1,wold-Otomi-8-97-1,Otomi,NETTLE,nzänä,nzänä,n z ɐ n ɐ,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-MUSHROOM-1,wold-Otomi-8-98-1,Otomi,MUSHROOM,jo,jo,x o,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-MUSHROOM-2,wold-Otomi-8-98-2,Otomi,MUSHROOM,njothä,njothä,n x o θ ɐ,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-WORKLABOUR-1,wold-Otomi-9-12-1,Otomi,WORKLABOUR,mpe̲fi,mpe̲fi,m p æ f i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-BEND-1,wold-Otomi-9-14-1,Otomi,BEND,tot'i,tot'i,t̪ o t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-BEND-2,wold-Otomi-9-14-2,Otomi,BEND,'bo̲nt'e,'bo̲nt'e,ˀb ə n t̪ʼ e,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-BEND-3,wold-Otomi-9-14-3,Otomi,BEND,tx'a̲ki,tx'a̲ki,t̪ x ʔ ɔ k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-BEND-4,wold-Otomi-9-14-4,Otomi,BEND,'ba̲t'i,'ba̲t'i,ˀb ɔ t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-BEND-5,wold-Otomi-9-14-5,Otomi,BEND,yuki,yuki,j u k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-FOLD-1,wold-Otomi-9-15-1,Otomi,FOLD,kwe'mi,kwe'mi,kʷ e ˀm i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-FOLD-2,wold-Otomi-9-15-2,Otomi,FOLD,tot'i,tot'i,t̪ o t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-FOLD-3,wold-Otomi-9-15-3,Otomi,FOLD,muhni,muhni,m u h n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-TIE-1,wold-Otomi-9-16-1,Otomi,TIE,tut'i (1),tut'i,t̪ u t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-TIE-2,wold-Otomi-9-16-2,Otomi,TIE,thät'i,thät'i,θ ɐ t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-TIE-3,wold-Otomi-9-16-3,Otomi,TIE,xo̲t'e,xo̲t'e,x ə t̪ʼ e,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-TIE-4,wold-Otomi-9-16-4,Otomi,TIE,tuts'i (2),tuts'i,t̪ u tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-UNTIE-1,wold-Otomi-9-161-1,Otomi,UNTIE,xot'i,xot'i,x o t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CHAIN-1,wold-Otomi-9-18-1,Otomi,CHAIN,ntoku̲bo̲jä,ntoku̲bo̲jä,n t̪ o k u b ə x ɐ,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-CHAIN-2,wold-Otomi-9-18-2,Otomi,CHAIN,njunu̲bo̲jä,njunu̲bo̲jä,n x u n u b ə x ɐ,,WOLD;Miller2020,,,,,,,False,0.0,ot/sp,,0.5,,,
Otomi-CHAIN-3,wold-Otomi-9-18-3,Otomi,CHAIN,kadenä,kadenä,k a d e n ɐ,,WOLD;Miller2020,,,,,,,True,1.0,ot/sp,modern,0.6,Spanish,the chain,cadena
Otomi-ROPE-1,wold-Otomi-9-19-1,Otomi,ROPE,nthähi,nthähi,n θ ɐ h i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-KNOT-1,wold-Otomi-9-192-1,Otomi,KNOT,‘ruts'i,‘ruts'i,ˀr u tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STRIKEORBEAT-1,wold-Otomi-9-21-1,Otomi,STRIKEORBEAT,umbi,umbi,u m b i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STRIKEORBEAT-2,wold-Otomi-9-21-2,Otomi,STRIKEORBEAT,fa'mi,fa'mi,f a ˀm i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-STRIKEORBEAT-3,wold-Otomi-9-21-3,Otomi,STRIKEORBEAT,fati,fati,f a t̪ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STRIKEORBEAT-4,wold-Otomi-9-21-4,Otomi,STRIKEORBEAT,fant’i,fant’i,f a n t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-STRIKEORBEAT-5,wold-Otomi-9-21-5,Otomi,STRIKEORBEAT,fu̲t'i,fu̲t'i,f u t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STRIKEORBEAT-6,wold-Otomi-9-21-6,Otomi,STRIKEORBEAT,hu̲hni,hu̲hni,h u h n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STRIKEORBEAT-7,wold-Otomi-9-21-7,Otomi,STRIKEORBEAT,hu̲t'i,hu̲t'i,h u t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-POUND-1,wold-Otomi-9-211-1,Otomi,POUND,pu̲'mi,pu̲'mi,p u ˀm i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-POUND-2,wold-Otomi-9-211-2,Otomi,POUND,pu̲ni,pu̲ni,p u n i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-CUT-1,wold-Otomi-9-22-1,Otomi,CUT,he̲ki,he̲ki,h æ k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-2,wold-Otomi-9-22-2,Otomi,CUT,thot'i (2),thot'i,θ o t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-3,wold-Otomi-9-22-3,Otomi,CUT,heni,heni,h e n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-4,wold-Otomi-9-22-4,Otomi,CUT,het'i,het'i,h e t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-5,wold-Otomi-9-22-5,Otomi,CUT,hets'i (2),hets'i,h e tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-6,wold-Otomi-9-22-6,Otomi,CUT,tseni,tseni,ts e n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-7,wold-Otomi-9-22-7,Otomi,CUT,äxi,äxi,ɐ x i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-8,wold-Otomi-9-22-8,Otomi,CUT,tuki (3),tuki,t̪ u k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-9,wold-Otomi-9-22-9,Otomi,CUT,toki,toki,t̪ o k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-10,wold-Otomi-9-22-10,Otomi,CUT,tsenzaa,tsenzaa,ts e n z aː,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-11,wold-Otomi-9-22-11,Otomi,CUT,thoki,thoki,θ o k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-12,wold-Otomi-9-22-12,Otomi,CUT,tseki,tseki,ts e k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-13,wold-Otomi-9-22-13,Otomi,CUT,tse̲ki,tse̲ki,ts æ k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-14,wold-Otomi-9-22-14,Otomi,CUT,tse̲ni,tse̲ni,ts æ n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUT-15,wold-Otomi-9-22-15,Otomi,CUT,tse̲nzaa,tse̲nzaa,ts æ n z aː,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-CUTDOWN-1,wold-Otomi-9-221-1,Otomi,CUTDOWN,e̲nt'i,e̲nt'i,æ n t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CUTDOWN-2,wold-Otomi-9-221-2,Otomi,CUTDOWN,tse̲t'i,tse̲t'i,ts æ t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CHOP-1,wold-Otomi-9-222-1,Otomi,CHOP,he̲ki,he̲ki,h æ k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CHOP-2,wold-Otomi-9-222-2,Otomi,CHOP,he̲ts'i,he̲ts'i,h æ tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CHOP-3,wold-Otomi-9-222-3,Otomi,CHOP,he̲ni,he̲ni,h æ n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CHOP-4,wold-Otomi-9-222-4,Otomi,CHOP,su̲t'i,su̲t'i,s u t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-CHOP-5,wold-Otomi-9-222-5,Otomi,CHOP,ts'ant'i,ts'ant'i,ts ʔ a n t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-1,wold-Otomi-9-223-1,Otomi,STABTODEATH,heni,heni,h e n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-2,wold-Otomi-9-223-2,Otomi,STABTODEATH,ts’ant’i,ts’ant’i,ts ʔ a n t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-3,wold-Otomi-9-223-3,Otomi,STABTODEATH,suni,suni,s u n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-4,wold-Otomi-9-223-4,Otomi,STABTODEATH,suki,suki,s u k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-5,wold-Otomi-9-223-5,Otomi,STABTODEATH,sut'i,sut'i,s u t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-6,wold-Otomi-9-223-6,Otomi,STABTODEATH,fots'i,fots'i,f o tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-7,wold-Otomi-9-223-7,Otomi,STABTODEATH,foti,foti,f o t̪ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-8,wold-Otomi-9-223-8,Otomi,STABTODEATH,su'mi,su'mi,s u ˀm i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STABTODEATH-9,wold-Otomi-9-223-9,Otomi,STABTODEATH,ho ko ar jwai,ho_ko_ar_jwai,h o + k o + a r + xʷ a i,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-STABTODEATH-10,wold-Otomi-9-223-10,Otomi,STABTODEATH,heni ko ar jwai,heni_ko_ar_jwai,h e n i + k o + a r + xʷ a i,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-KNIFE-1,wold-Otomi-9-23-1,Otomi,KNIFE,jwai,jwai,xʷ a i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-SHEARS-1,wold-Otomi-9-24-1,Otomi,SHEARS,t'äxte,t'äxte,t̪ʼ ɐ x t̪ e,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-AXE-1,wold-Otomi-9-25-1,Otomi,AXE,t'e̲gi (1),t'e̲gi,t̪ʼ æ g i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-BREAKDESTROYORGETDESTROYED-1,wold-Otomi-9-26-1,Otomi,BREAKDESTROYORGETDESTROYED,tehmi,tehmi,t̪ e h m i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-BREAKDESTROYORGETDESTROYED-2,wold-Otomi-9-26-2,Otomi,BREAKDESTROYORGETDESTROYED,'waki,'waki,ˀw a k i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-SPLIT-1,wold-Otomi-9-27-1,Otomi,SPLIT,he̲ni,he̲ni,h æ n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-SPLIT-2,wold-Otomi-9-27-2,Otomi,SPLIT,heke,heke,h e k e,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-SPLIT-3,wold-Otomi-9-27-3,Otomi,SPLIT,he̲ki,he̲ki,h æ k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-TEARSHRED-1,wold-Otomi-9-28-1,Otomi,TEARSHRED,xe̲ki,xe̲ki,x æ k i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-TEARSHRED-2,wold-Otomi-9-28-2,Otomi,TEARSHRED,t'u̲ni,t'u̲ni,t̪ʼ u n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STATUE-1,wold-Otomi-9-83-1,Otomi,STATUE,njäts'i (1),njäts'i,n x ɐ tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STATUE-2,wold-Otomi-9-83-2,Otomi,STATUE,tsita,tsita,ts i t̪ a,,WOLD;Miller2020,,,,,,,False,0.0,,,0.5,,,
Otomi-PULLOFFSKIN-1,wold-Otomi-9-29-1,Otomi,PULLOFFSKIN,xänts'i,xänts'i,x ɐ n tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-PULLOFFSKIN-2,wold-Otomi-9-29-2,Otomi,PULLOFFSKIN,pu̲t'i,pu̲t'i,p u t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-RUB-1,wold-Otomi-9-31-1,Otomi,RUB,koxt'i,koxt'i,k o x t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-STRETCH-1,wold-Otomi-9-32-1,Otomi,STRETCH,ju̲i,ju̲i,x u i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-STRETCH-2,wold-Otomi-9-32-2,Otomi,STRETCH,maki,maki,m a k i,,WOLD;Miller2020,,,,,,,False,0.0,,Urbano (1605),0.9,,,
Otomi-PULL-1,wold-Otomi-9-33-1,Otomi,PULL,ju̲t'i (2),ju̲t'i,x u t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-PULL-2,wold-Otomi-9-33-2,Otomi,PULL,juts’i,juts’i,x u tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-PULL-3,wold-Otomi-9-33-3,Otomi,PULL,ju̲'mi,ju̲'mi,x u ˀm i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-PULL-4,wold-Otomi-9-33-4,Otomi,PULL,k'ots'i,k'ots'i,k ʔ o tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-SPREADOUT-1,wold-Otomi-9-34-1,Otomi,SPREADOUT,tu̲ngi,tu̲ngi,t̪ u n g i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-SPREADOUT-2,wold-Otomi-9-34-2,Otomi,SPREADOUT,ini,ini,i n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-SPREADOUT-3,wold-Otomi-9-34-3,Otomi,SPREADOUT,xits'i,xits'i,x i tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-SPREADOUT-4,wold-Otomi-9-34-4,Otomi,SPREADOUT,xani,xani,x a n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-HANGUP-1,wold-Otomi-9-341-1,Otomi,HANGUP,zu̲i,zu̲i,z u i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-HANGUP-2,wold-Otomi-9-341-2,Otomi,HANGUP,nts'u̲ni,nts'u̲ni,n tsʼ u n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-HANGUP-3,wold-Otomi-9-341-3,Otomi,HANGUP,'räts'i,'räts'i,ˀr ɐ tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-HANGUP-4,wold-Otomi-9-341-4,Otomi,HANGUP,mfe̲ni,mfe̲ni,m f æ n i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-PRESS-1,wold-Otomi-9-342-1,Otomi,PRESS,dut'i,dut'i,d u t̪ʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
Otomi-PRESS-2,wold-Otomi-9-342-2,Otomi,PRESS,ts'its'i,ts'its'i,ts ʔ i tsʼ i,,WOLD;Miller2020,,,,,,,False,0.0,,modern,0.6,,,
