ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID_1	BOR_FAM_1	SOURCE_LANGUAGE_1	SOURCE_ID_1	BOR_ID_2	BOR_FAM_2	SOURCE_LANGUAGE_2	SOURCE_ID_2	BOR_ID_3	BOR_FAM_3	SOURCE_LANGUAGE_3	SOURCE_ID_3
6300	Qeqchi	Mayan	MOTHER-IN-LAW (OF WOMAN)	xna’ b’eelom	xna’_b’eelom	ʃ n a ʔ + ɓ eː l o m			3 4 7 1 9 1 7 5 7 4	ACXN_AXBYN	SNAH_PELUM	5	5.S.C 5.N.C 5.A.V 5.H.c 5._._ 5.P.C 5.E.V 5.L.C 5.U.V 5.M.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	ʃnaʔ+ɓeːlom	0	0	6476-Mayan			0	6284-Mayan			0	5801-Mayan		
8095	Otomi	Otomanguean	MOTHER-IN-LAW (OF WOMAN)	ka̲	ka̲	k ɔ			1 7	AX	KU	3	3.K.C 3.U.V	2.0 1.5	kɔ	0	0	6474-Otomanguean			0	6282-Otomanguean			0	5799-Otomanguean		
10278	ImbaburaQuechua	Quechuan	MOTHER-IN-LAW (OF WOMAN)	swidra (2)	swidra	s w i d ɾ a	Spanish	suegra	3 6 7 1 5 7	ACXBCZ	SWITRA	1	1.S.C 1.W.C 1.I.V 1.T.C 1.R.C 1.A.V	2.0 1.5 1.5 1.75 1.5 0.8	swidɾa	1	6472	6472-Quechuan	Spanish	1844	6280	6280-Quechuan	Spanish	1844	5797	5797-Quechuan	Spanish	1844
11431	Wichi	Matacoan	MOTHER-IN-LAW (OF WOMAN)	tokatela	tokatela	t o k a t e l a			1 7 1 7 1 7 5 7	AXBYBYBZ	TUKATELA	7	7.T.C 7.U.V 7.K.C 7.A.V 7.T.C 7.E.V 7.L.C 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tokatela	1	0	6478-Matacoan			0	6286-Matacoan			0	5803-Matacoan		
12715	Mapudungun	Araucanian	MOTHER-IN-LAW (OF WOMAN)	ṉaṉüng	ṉaṉüng	n̪ a n̪ ɨ ŋ			4 7 4 7 4	AXBYN	NANIN	2	2.N.C 2.A.V 2.N.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 0.8	n̪an̪ɨŋ	1	0	6473-Araucanian			0	6281-Araucanian			0	5798-Araucanian		
9	Portuguese	Indo-European	MOUNTAIN OR HILL	montanha	montanha	m õ t ɐ ɲ ɐ			4 7 1 7 4 7	AXBYBZ	MUTENE	4	4.M.C 4.U.V 4.T.C 4.E.V 4.N.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	mõtɐɲɐ	0	0	6483-Indo-European			0	6291-Indo-European			5808	5808-Indo-European	Spanish	1690
10	Portuguese	Indo-European	MOUNTAIN OR HILL	morro	morro	m ɔ ʁ u			4 7 5 7	AXBZ	MURY	4	4.M.C 4.U.V 4.R.C 4.Y.V	2.0 1.5 1.75 0.8	mɔʁu	0	0	6491-Indo-European			0	6299-Indo-European			5805	5805-Indo-European	Spanish	1692
1690	Spanish	Indo-European	MOUNTAIN OR HILL	montaɲa	montaɲa	m o n t a ɲ a			4 7 4 1 7 4 7	AXMBYBZ	MUNTANA	6	6.M.C 6.U.V 6.N.c 6.T.C 6.A.V 6.N.C 6.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	montaɲa	0	0	6483-Indo-European			0	6291-Indo-European			5808	5808-Indo-European		
1691	Spanish	Indo-European	MOUNTAIN OR HILL	loma	loma	l o m a			5 7 4 7	AXBZ	LUMA	6	6.L.C 6.U.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	loma	0	0	6492-Indo-European			0	6300-Indo-European			5806	5806-Indo-European		
1692	Spanish	Indo-European	MOUNTAIN OR HILL	cerro	cerro	s ɛ r o			3 7 5 7	AXBZ	SERU	6	6.S.C 6.E.V 6.R.C 6.U.V	2.0 1.5 1.75 0.8	sɛro	0	0	6494-Indo-European			0	6299-Indo-European			5805	5805-Indo-European		
3460	Yaqui	Uto-Aztecan	MOUNTAIN OR HILL	kawi	kawi	k a w i			1 7 6 7	AXBZ	KAWI	8	8.K.C 8.A.V 8.W.C 8.I.V	2.0 1.5 1.75 0.8	kawi	0	0	6487-Uto-Aztecan			0	6295-Uto-Aztecan			0	5812-Uto-Aztecan		
4897	ZinacantanTzotzil	Mayan	MOUNTAIN OR HILL	vitz	vitz	v i tsʰ			3 7 2	AXN	BIC	9	9.B.C 9.I.V 9.C.c	2.0 1.5 0.8	vitsʰ	0	0	6488-Mayan			0	6296-Mayan			0	5812-Mayan		
6159	Qeqchi	Mayan	MOUNTAIN OR HILL	tzuul	tzuul	t z uː l			1 3 7 5	ACXN	TSYL	5	5.T.C 5.S.C 5.Y.V 5.L.c	2.0 1.5 1.5 0.8	tzuːl	0	0	6484-Mayan			0	6292-Mayan			0	5809-Mayan		
7932	Otomi	Otomanguean	MOUNTAIN OR HILL	t'o̲ho̲	t'o̲ho̲	t̪ʼ ə h ə			1 7 3 7	AXBZ	TEHE	3	3.T.C 3.E.V 3.H.C 3.E.V	2.0 1.5 1.75 0.8	t̪ʼəhə	0	0	6482-Otomanguean			0	6290-Otomanguean			0	5807-Otomanguean		
7933	Otomi	Otomanguean	MOUNTAIN OR HILL	mbots'i (2)	mbots'i	m b o tsʼ i			4 1 7 1 7	ACYBZ	MPUTI	3	3.M.C 3.P.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	mbotsʼi	1	0	6490-Otomanguean			0	6298-Otomanguean			5808	5808-Otomanguean	Spanish	1690
10173	ImbaburaQuechua	Quechuan	MOUNTAIN OR HILL	urku	urku	u ɾ k u			7 5 1 7	XMBZ	YRKY	1	1.Y.V 1.R.c 1.K.C 1.Y.V	1.5 1.1 1.75 0.8	uɾku	0	0	6480-Quechuan			0	6288-Quechuan			5805	5805-Quechuan	Spanish	1692
11330	Wichi	Matacoan	MOUNTAIN OR HILL	tachenaj	tachenaj	t a tʃ e n a x			1 7 1 7 4 7 3	AXBYBYN	TATENAG	7	7.T.C 7.A.V 7.T.C 7.E.V 7.N.C 7.A.V 7.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tatʃenax	0	0	6486-Matacoan			0	6294-Matacoan			5808	5808-Matacoan	Spanish	1690
12551	Mapudungun	Araucanian	MOUNTAIN OR HILL	mawiza	mawiza	m a w i z a			4 7 6 7 3 7	AXBYBZ	MAWISA	2	2.M.C 2.A.V 2.W.C 2.I.V 2.S.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	mawiza	0	0	6481-Araucanian			0	6289-Araucanian			5806	5806-Araucanian	Spanish	1691
12552	Mapudungun	Araucanian	MOUNTAIN OR HILL	wingkul	wingkul	w i ŋ k u l			6 7 4 1 7 5	AXMBYN	WINKYL	2	2.W.C 2.I.V 2.N.c 2.K.C 2.Y.V 2.L.c	2.0 1.5 1.1 1.75 1.3 0.8	wiŋkul	0	0	6489-Araucanian			0	6297-Araucanian			0	5814-Araucanian		
12553	Mapudungun	Araucanian	MOUNTAIN OR HILL	kalel	kalel	k a l e l	Gününa Yajüch	kalïl	1 7 5 7 5	AXBYN	KALEL	2	2.K.C 2.A.V 2.L.C 2.E.V 2.L.c	2.0 1.5 1.75 1.3 0.8	kalel	0	0	6493-Araucanian			0	6301-Araucanian			0	5814-Araucanian		
354	Portuguese	Indo-European	MOUTH	boca	boca	b ɔ k ɐ			1 7 1 7	AXBZ	PUKE	4	4.P.C 4.U.V 4.K.C 4.E.V	2.0 1.5 1.75 0.8	bɔkɐ	0	0	6498-Indo-European			0	6305-Indo-European			0	5818-Indo-European		
2048	Spanish	Indo-European	MOUTH	boca	boca	b o k a			1 7 1 7	AXBZ	PUKA	6	6.P.C 6.U.V 6.K.C 6.A.V	2.0 1.5 1.75 0.8	boka	0	0	6498-Indo-European			0	6305-Indo-European			0	5818-Indo-European		
3758	Yaqui	Uto-Aztecan	MOUTH	teeni	teeni	t eː n i			1 7 4 7	AXBZ	TENI	8	8.T.C 8.E.V 8.N.C 8.I.V	2.0 1.5 1.75 0.8	teːni	1	0	6502-Uto-Aztecan			0	6309-Uto-Aztecan			0	5817-Uto-Aztecan		
5174	ZinacantanTzotzil	Mayan	MOUTH	7eal	7eal	ʔ e a l			1 7 7 5	AXYN	HEAL	9	9.H.C 9.E.V 9.A.V 9.L.c	2.0 1.5 1.3 0.8	ʔeal	0	0	6503-Mayan			0	6310-Mayan			0	5819-Mayan		
6495	Qeqchi	Mayan	MOUTH	e	e	e			7	X	E	5	5.E.V	1.5	e	1	0	6499-Mayan			0	6306-Mayan			0	5819-Mayan		
8350	Otomi	Otomanguean	MOUTH	ne (1)	ne	n e			4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	ne	1	0	6497-Otomanguean			0	6304-Otomanguean			0	5817-Otomanguean		
10414	ImbaburaQuechua	Quechuan	MOUTH	shimi	shimi	ʃ i m i			3 7 4 7	AXBZ	SIMI	1	1.S.C 1.I.V 1.M.C 1.I.V	2.0 1.5 1.75 0.8	ʃimi	1	0	6495-Quechuan			0	6302-Quechuan			0	5815-Quechuan		
11594	Wichi	Matacoan	MOUTH	tok’aj	tok’aj	t o k ʔ a x			1 7 1 1 7 3	AXMBYN	TUKHAG	7	7.T.C 7.U.V 7.K.c 7.H.C 7.A.V 7.G.c	2.0 1.5 1.1 1.75 1.3 0.8	tokʔax	0	0	6501-Matacoan			0	6308-Matacoan			0	5821-Matacoan		
12866	Mapudungun	Araucanian	MOUTH	wüṉ	wüṉ	w ɨ n̪			6 7 4	AXN	WIN	2	2.W.C 2.I.V 2.N.c	2.0 1.5 0.8	wɨn̪	1	0	6496-Araucanian			0	6303-Araucanian			0	5816-Araucanian		
907	Portuguese	Indo-European	MOVE	mover	mover	m o v e ʁ			4 7 3 7 5	AXBYN	MUBER	4	4.M.C 4.U.V 4.B.C 4.E.V 4.R.c	2.0 1.5 1.75 1.3 0.8	moveʁ	0	0	6507-Indo-European			6314	6314-Indo-European	Spanish	2621	5825	5825-Indo-European	Spanish	2621
2621	Spanish	Indo-European	MOVE	mover	mover	m o β ɛ ɾ			4 7 3 7 5	AXBYN	MUBER	6	6.M.C 6.U.V 6.B.C 6.E.V 6.R.c	2.0 1.5 1.75 1.3 0.8	moβɛɾ	0	0	6507-Indo-European			6314	6314-Indo-European			5825	5825-Indo-European		
4224	Yaqui	Uto-Aztecan	MOVE	rukta	rukta	r u k t a			5 7 1 1 7	AXMBZ	RYKTA	8	8.R.C 8.Y.V 8.K.c 8.T.C 8.A.V	2.0 1.5 1.1 1.75 0.8	rukta	1	0	6511-Uto-Aztecan			0	6318-Uto-Aztecan			0	5829-Uto-Aztecan		
4225	Yaqui	Uto-Aztecan	MOVE	mobeiaroa	mobeiaroa	m o b e i a r o a	Spanish	mover	4 7 1 7 7 7 5 7 7	AXBYYYBYZ	MUPEIARUA	8	8.M.C 8.U.V 8.P.C 8.E.V 8.I.V 8.A.V 8.R.C 8.U.V 8.A.V	2.0 1.5 1.75 1.3 1.3 1.3 1.75 1.3 0.8	mobeiaroa	0	0	6515-Uto-Aztecan			6314	6314-Uto-Aztecan	Spanish	2621	5825	5825-Uto-Aztecan	Spanish	2621
5597	ZinacantanTzotzil	Mayan	MOVE	helubtas	helubtas	h e l u ɓ t a s			3 7 5 7 1 1 7 3	AXBYMBYN	HELYPTAS	9	9.H.C 9.E.V 9.L.C 9.Y.V 9.P.c 9.T.C 9.A.V 9.S.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	heluɓtas	0	0	6512-Mayan			0	6319-Mayan			0	5829-Mayan		
7065	Qeqchi	Mayan	MOVE	tweek’asi	tweek’asi	t w eː kʼ a s i			1 6 7 1 7 3 7	ACXBYBZ	TWEKASI	5	5.T.C 5.W.C 5.E.V 5.K.C 5.A.V 5.S.C 5.I.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	tweːkʼasi	0	0	6508-Mayan			0	6315-Mayan			0	5826-Mayan		
9041	Otomi	Otomanguean	MOVE	wäni	wäni	w ɐ n i			6 7 4 7	AXBZ	WENI	3	3.W.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	wɐni	0	0	6506-Otomanguean			0	6313-Otomanguean			0	5823-Otomanguean		
9042	Otomi	Otomanguean	MOVE	'ñäni	'ñäni	ˀɲ ɐ n i			4 7 4 7	AXBZ	NENI	3	3.N.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	ˀɲɐni	0	0	6514-Otomanguean			0	6313-Otomanguean			0	5823-Otomanguean		
9043	Otomi	Otomanguean	MOVE	jwäni	jwäni	xʷ ɐ n i			3 7 4 7	AXBZ	GENI	3	3.G.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	xʷɐni	0	0	6514-Otomanguean			0	6313-Otomanguean			0	5823-Otomanguean		
10785	ImbaburaQuechua	Quechuan	MOVE	juyuchina	juyuchina	x u j u tʃ i n a			3 7 6 7 1 7 4 7	AXBYBYBZ	GYJYTINA	1	1.G.C 1.Y.V 1.J.C 1.Y.V 1.T.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	xujutʃina	0	0	6504-Quechuan			0	6311-Quechuan			0	5822-Quechuan		
11977	Wichi	Matacoan	MOVE	iloyhatlhi	iloyhatlhi	i l o j h a t lˠ i			7 5 7 6 3 7 1 5 7	XBYMBYBCZ	ILUJHATLI	7	7.I.V 7.L.C 7.U.V 7.J.c 7.H.C 7.A.V 7.T.C 7.L.C 7.I.V	1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.5 0.8	ilojhatlˠi	0	0	6510-Matacoan			0	6317-Matacoan			0	5828-Matacoan		
13257	Mapudungun	Araucanian	MOVE	nengümün	nengümün	n e ŋ ɨ m ɨ n			4 7 4 7 4 7 4	AXBYBYN	NENIMIN	2	2.N.C 2.E.V 2.N.C 2.I.V 2.M.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	neŋɨmɨn	0	0	6505-Araucanian			0	6312-Araucanian			0	5823-Araucanian		
13258	Mapudungun	Araucanian	MOVE	modan	modan	m o θ a n	Spanish	mudar(se)	4 7 3 7 4	AXBYN	MUDAN	2	2.M.C 2.U.V 2.D.C 2.A.V 2.N.c	2.0 1.5 1.75 1.3 0.8	moθan	0	0	6504-Araucanian			0	6311-Araucanian			0	5822-Araucanian		
757	Portuguese	Indo-European	MOW	ceifar	ceifar	s ei f a ʁ			3 7 3 7 5	AXBYN	SEBAR	4	4.S.C 4.E.V 4.B.C 4.A.V 4.R.c	2.0 1.5 1.75 1.3 0.8	seifaʁ	0	0	6519-Indo-European			6320	6320-Indo-European	Spanish	2453	5830	5830-Indo-European	Spanish	2453
758	Portuguese	Indo-European	MOW	segar	segar	s e ɡ a ʁ			3 7 1 7 5	AXBYN	SEKAR	4	4.S.C 4.E.V 4.K.C 4.A.V 4.R.c	2.0 1.5 1.75 1.3 0.8	seɡaʁ	0	0	6519-Indo-European			6320	6320-Indo-European	Spanish	2453	5830	5830-Indo-European	Spanish	2453
2453	Spanish	Indo-European	MOW	segar	segar	s e ɣ a ɾ			3 7 3 7 5	AXBYN	SEGAR	6	6.S.C 6.E.V 6.G.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	seɣaɾ	0	0	6519-Indo-European			6320	6320-Indo-European			5830	5830-Indo-European		
2454	Spanish	Indo-European	MOW	cosechar	cosechar	k o s e tʃ a ɾ			1 7 3 7 1 7 5	AXBYBYN	KUSETAR	6	6.K.C 6.U.V 6.S.C 6.E.V 6.T.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kosetʃaɾ	0	6516	6516-Indo-European			6320	6320-Indo-European			5830	5830-Indo-European		
4106	Yaqui	Uto-Aztecan	MOW	jipesuma	jipesuma	j i p e s u m a			6 7 1 7 3 7 4 7	AXBYBYBZ	JIPESYMA	8	8.J.C 8.I.V 8.P.C 8.E.V 8.S.C 8.Y.V 8.M.C 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jipesuma	0	0	6523-Uto-Aztecan			0	6327-Uto-Aztecan			0	5837-Uto-Aztecan		
6903	Qeqchi	Mayan	MOW	setok	setok	s e t o kʰ			3 7 1 7 1	AXBYN	SETUK	5	5.S.C 5.E.V 5.T.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	setokʰ	0	0	6520-Mayan			0	6324-Mayan			5830	5830-Mayan	Spanish	2453
8812	Otomi	Otomanguean	MOW	xa (2)	xa	x a			3 7	AX	GA	3	3.G.C 3.A.V	2.0 1.5	xa	1	0	6518-Otomanguean			0	6322-Otomanguean			0	5832-Otomanguean		
10687	ImbaburaQuechua	Quechuan	MOW	kuzichana	kuzichana	k u z i tʃ a n a	Spanish	cosechar	1 7 3 7 1 7 4 7	AXBYBYBZ	KYSITANA	1	1.K.C 1.Y.V 1.S.C 1.I.V 1.T.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kuzitʃana	0	6516	6516-Quechuan	Spanish	2454	6320	6320-Quechuan	Spanish	2453	5830	5830-Quechuan	Spanish	2453
11879	Wichi	Matacoan	MOW	yiset	yiset	y i s e t			7 7 3 7 1	XYBYN	YISET	7	7.Y.V 7.I.V 7.S.C 7.E.V 7.T.c	1.5 1.3 1.75 1.3 0.8	yiset	1	0	6522-Matacoan			0	6324-Matacoan			5830	5830-Matacoan	Spanish	2453
13160	Mapudungun	Araucanian	MOW	katrüketranün	katrüketranün	k a ʈʂ ɨ k e ʈʂ a n ɨ n			1 7 2 7 1 7 2 7 4 7 4	AXBYBYBYBYN	KACIKECANIN	2	2.K.C 2.A.V 2.C.C 2.I.V 2.K.C 2.E.V 2.C.C 2.A.V 2.N.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kaʈʂɨkeʈʂanɨn	0	0	6517-Araucanian			0	6321-Araucanian			0	5831-Araucanian		
6	Portuguese	Indo-European	MUD	lama	lama	l ɐ m ɐ			5 7 4 7	AXBZ	LEME	4	4.L.C 4.E.V 4.M.C 4.E.V	2.0 1.5 1.75 0.8	lɐmɐ	0	0	6527-Indo-European			0	6331-Indo-European			0	5841-Indo-European		
7	Portuguese	Indo-European	MUD	lodo	lodo	l ɔ d u			5 7 1 7	AXBZ	LUTY	4	4.L.C 4.U.V 4.T.C 4.Y.V	2.0 1.5 1.75 0.8	lɔdu	0	0	6529-Indo-European			0	6333-Indo-European			5838	5838-Indo-European	Spanish	1688
1688	Spanish	Indo-European	MUD	lodo	lodo	l o ð o			5 7 3 7	AXBZ	LUDU	6	6.L.C 6.U.V 6.D.C 6.U.V	2.0 1.5 1.75 0.8	loðo	0	0	6529-Indo-European			0	6333-Indo-European			5838	5838-Indo-European		
3458	Yaqui	Uto-Aztecan	MUD	techoa	techoa	t e tʃ o a			1 7 1 7 7	AXBYZ	TETUA	8	8.T.C 8.E.V 8.T.C 8.U.V 8.A.V	2.0 1.5 1.75 1.3 0.8	tetʃoa	0	0	6531-Uto-Aztecan			0	6335-Uto-Aztecan			0	5845-Uto-Aztecan		
4893	ZinacantanTzotzil	Mayan	MUD	7ik'ubal	7ik'ubal	ʔ i k ʔ u ɓ a l			1 7 1 1 7 1 7 5	AXMBYBYN	HIKHYPAL	9	9.H.C 9.I.V 9.K.c 9.H.C 9.Y.V 9.P.C 9.A.V 9.L.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	ʔikʔuɓal	1	0	6532-Mayan			0	6336-Mayan			0	5846-Mayan		
4894	ZinacantanTzotzil	Mayan	MUD	tatal	tatal	t a t a l			1 7 1 7 5	AXBYN	TATAL	9	9.T.C 9.A.V 9.T.C 9.A.V 9.L.c	2.0 1.5 1.75 1.3 0.8	tatal	0	0	6534-Mayan			0	6335-Mayan			0	5845-Mayan		
4895	ZinacantanTzotzil	Mayan	MUD	7ach'el	7ach'el	ʔ a tʃʰ ʔ e l			1 7 1 1 7 5	AXMBYN	HATHEL	9	9.H.C 9.A.V 9.T.c 9.H.C 9.E.V 9.L.c	2.0 1.5 1.1 1.75 1.3 0.8	ʔatʃʰʔel	0	0	6535-Mayan			0	6339-Mayan			0	5844-Mayan		
6157	Qeqchi	Mayan	MUD	sulul	sulul	s u l u l			3 7 5 7 5	AXBYN	SYLYL	5	5.S.C 5.Y.V 5.L.C 5.Y.V 5.L.c	2.0 1.5 1.75 1.3 0.8	sulul	0	0	6528-Mayan			0	6332-Mayan			0	5842-Mayan		
7930	Otomi	Otomanguean	MUD	bo̲ha̲i	bo̲ha̲i	b ə h ɔ i			1 7 3 7 7	AXBYZ	PEHUI	3	3.P.C 3.E.V 3.H.C 3.U.V 3.I.V	2.0 1.5 1.75 1.3 0.8	bəhɔi	0	0	6526-Otomanguean			0	6330-Otomanguean			0	5840-Otomanguean		
10171	ImbaburaQuechua	Quechuan	MUD	turu (1)	turu	t u ɾ u			1 7 5 7	AXBZ	TYRY	1	1.T.C 1.Y.V 1.R.C 1.Y.V	2.0 1.5 1.75 0.8	tuɾu	1	0	6524-Quechuan			0	6328-Quechuan			5838	5838-Quechuan	Spanish	1688
11328	Wichi	Matacoan	MUD	iyhot	iyhot	i j h o t			7 6 3 7 1	XMBYN	IJHUT	7	7.I.V 7.J.c 7.H.C 7.U.V 7.T.c	1.5 1.1 1.75 1.3 0.8	ijhot	1	0	6530-Matacoan			0	6334-Matacoan			0	5844-Matacoan		
12548	Mapudungun	Araucanian	MUD	fotra	fotra	f o ʈʂ a			3 7 2 7	AXBZ	BUCA	2	2.B.C 2.U.V 2.C.C 2.A.V	2.0 1.5 1.75 0.8	foʈʂa	0	0	6525-Araucanian			0	6329-Araucanian			0	5839-Araucanian		
225	Portuguese	Indo-European	MULE	mulo	mulo	m u l u			4 7 5 7	AXBZ	MYLY	4	4.M.C 4.Y.V 4.L.C 4.Y.V	2.0 1.5 1.75 0.8	mulu	0	6536	6536-Indo-European	Spanish	1919	6340	6340-Indo-European	Spanish	1919	5848	5848-Indo-European	Spanish	1919
226	Portuguese	Indo-European	MULE	mula	mula	m u l ɐ			4 7 5 7	AXBZ	MYLE	4	4.M.C 4.Y.V 4.L.C 4.E.V	2.0 1.5 1.75 0.8	mulɐ	0	6536	6536-Indo-European	Spanish	1919	6340	6340-Indo-European	Spanish	1919	5848	5848-Indo-European	Spanish	1919
1919	Spanish	Indo-European	MULE	mulo	mulo	m u l o			4 7 5 7	AXBZ	MYLU	6	6.M.C 6.Y.V 6.L.C 6.U.V	2.0 1.5 1.75 0.8	mulo	0	6536	6536-Indo-European			6340	6340-Indo-European			5848	5848-Indo-European		
1920	Spanish	Indo-European	MULE	mula	mula	m u l a			4 7 5 7	AXBZ	MYLA	6	6.M.C 6.Y.V 6.L.C 6.A.V	2.0 1.5 1.75 0.8	mula	0	6536	6536-Indo-European			6340	6340-Indo-European			5848	5848-Indo-European		
3650	Yaqui	Uto-Aztecan	MULE	muura	muura	m uː r a	Spanish	mula	4 7 5 7	AXBZ	MYRA	8	8.M.C 8.Y.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	muːra	0	0	6542-Uto-Aztecan			6340	6340-Uto-Aztecan	Spanish	1919	5848	5848-Uto-Aztecan	Spanish	1919
5059	ZinacantanTzotzil	Mayan	MULE	ka7	ka7	k a ʔ	Spanish	caballo	1 7 1	AXN	KAH	9	9.K.C 9.A.V 9.H.c	2.0 1.5 0.8	kaʔ	1	0	6543-Mayan			0	6347-Mayan			0	5854-Mayan		
6361	Qeqchi	Mayan	MULE	muul	muul	m uː l	Spanish	mula	4 7 5	AXN	MYL	5	5.M.C 5.Y.V 5.L.c	2.0 1.5 0.8	muːl	0	6536	6536-Mayan	Spanish	1919	6340	6340-Mayan	Spanish	1919	5848	5848-Mayan	Spanish	1919
8208	Otomi	Otomanguean	MULE	mäzo	mäzo	m ɐ z o	Spanish	macho	4 7 3 7	AXBZ	MESU	3	3.M.C 3.E.V 3.S.C 3.U.V	2.0 1.5 1.75 0.8	mɐzo	0	0	6537-Otomanguean			0	6341-Otomanguean			5848	5848-Otomanguean	Spanish	1919
8209	Otomi	Otomanguean	MULE	tsumu̲zo	tsumu̲zo	ts u m u z o			2 7 4 7 3 7	AXBYBZ	CYMYSU	3	3.C.C 3.Y.V 3.M.C 3.Y.V 3.S.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	tsumuzo	0	0	6537-Otomanguean			0	6341-Otomanguean			5848	5848-Otomanguean	Spanish	1919
8210	Otomi	Otomanguean	MULE	mula	mula	m u l a	Spanish	mula	4 7 5 7	AXBZ	MYLA	3	3.M.C 3.Y.V 3.L.C 3.A.V	2.0 1.5 1.75 0.8	mula	0	6536	6536-Otomanguean	Spanish	1919	6340	6340-Otomanguean	Spanish	1919	5848	5848-Otomanguean	Spanish	1919
10325	ImbaburaQuechua	Quechuan	MULE	mula	mula	m u l a	Spanish	mula	4 7 5 7	AXBZ	MYLA	1	1.M.C 1.Y.V 1.L.C 1.A.V	2.0 1.5 1.75 0.8	mula	0	6536	6536-Quechuan	Spanish	1919	6340	6340-Quechuan	Spanish	1919	5848	5848-Quechuan	Spanish	1919
11478	Wichi	Matacoan	MULE	mula	mula	m u l a	Spanish	mula	4 7 5 7	AXBZ	MYLA	7	7.M.C 7.Y.V 7.L.C 7.A.V	2.0 1.5 1.75 0.8	mula	0	6536	6536-Matacoan	Spanish	1919	6340	6340-Matacoan	Spanish	1919	5848	5848-Matacoan	Spanish	1919
1473	Portuguese	Indo-European	MUMBLE	murmurar	murmurar	m u ʁ m u ɾ a ʁ			4 7 5 4 7 5 7 5	AXMBYBYN	MYRMYRAR	4	4.M.C 4.Y.V 4.R.c 4.M.C 4.Y.V 4.R.C 4.A.V 4.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	muʁmuɾaʁ	0	0	6547-Indo-European			0	6351-Indo-European			0	5858-Indo-European		
3231	Spanish	Indo-European	MUMBLE	barbotar	barbotar	b a ɾ β o t a ɾ			1 7 5 3 7 1 7 5	AXMBYBYN	PARBUTAR	6	6.P.C 6.A.V 6.R.c 6.B.C 6.U.V 6.T.C 6.A.V 6.R.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	baɾβotaɾ	0	0	6549-Indo-European			0	6353-Indo-European			0	5858-Indo-European		
3232	Spanish	Indo-European	MUMBLE	hablar entre dientes	hablar_entre_dientes	a β l a ɾ + e n t ɾ e + ð j e n t e s			7 3 5 7 5 9 7 4 1 5 7 9 3 6 7 4 1 7 3	XBCYN_XMBCZ_ACXMBYN	ABLAR_ENTRE_DJENTES	6	6.A.V 6.B.C 6.L.C 6.A.V 6.R.c 6._._ 6.E.V 6.N.c 6.T.C 6.R.C 6.E.V 6._._ 6.D.C 6.J.C 6.E.V 6.N.c 6.T.C 6.E.V 6.S.c	1.5 1.75 1.5 1.3 0.8 0.0 1.5 1.1 1.75 1.5 0.8 0.0 2.0 1.5 1.5 1.1 1.75 1.3 0.8	aβlaɾ+entɾe+ðjentes	0	0	6553-Indo-European			0	6357-Indo-European			0	5864-Indo-European		
